cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,train_mt560,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
4.646343724979671,6.316468199390943,0.005300915981999266,2.6939785314722364e-15,True,False,True,True,True,True,True,True
12.178137528118961,21.42767859935778,0.021713111297364387,5.0242958677880805e-15,True,True,False,False,False,False,False,False
12.366568784013442,9.032906018367289,0.021320880696592465,7.944109290391273e-16,True,False,True,False,False,False,False,False
14.454493667593548,14.87172301836929,0.013583824987086898,3.640448215221994e-15,True,False,False,True,False,False,False,False
11.865830740858948,18.721005637104476,0.0258327950294033,5.944827041546401e-15,True,False,True,True,False,False,False,False
11.598811807631813,6.980077695045625,0.024616721795993737,1.1234667099445444e-15,True,False,True,False,True,False,False,False
13.761704785563799,14.992017896661022,0.013619288971400604,4.050716828981884e-15,True,False,False,True,True,False,False,False
11.353146114039388,15.951758240427278,0.021030408237288023,7.016047354870913e-15,True,False,True,True,True,False,False,False
9.65945304165958,9.178339424888295,0.023499108941754943,3.7261175413410954e-15,True,False,True,False,False,True,False,False
11.261963833986972,14.663021997096445,0.01522149693825847,5.728578676879117e-15,True,False,False,True,False,True,False,False
9.652745623212803,12.779301083796723,0.018868846276090312,4.961094661755162e-15,True,False,True,True,False,True,False,False
10.333428148325414,8.669266442004357,0.005715395663706102,1.3759600911837627e-15,True,False,True,False,False,False,True,False
12.274255152125585,13.016824496923519,0.005390917973234243,5.617333549722722e-15,True,False,False,True,False,False,True,False
10.335231437119415,9.649811568440805,0.01100905686963521,7.944109290391273e-16,True,False,True,True,False,False,True,False
9.326465030658028,6.95957303511139,0.03453572164323421,3.552713678800501e-15,True,False,True,False,False,True,True,False
10.663090036065345,8.457755654559467,0.011104074103527617,3.1776437161565094e-15,True,False,False,True,False,True,True,False
9.309453109231587,7.533824595659856,0.025705465293094833,3.640448215221994e-15,True,False,True,True,False,True,True,False
5.2848353310546585,10.931166088628371,0.0056400013636383394,1.7763568394002505e-15,True,False,True,False,False,False,False,True
5.994003931719104,12.967208699288097,0.005095298521827034,3.640448215221994e-15,True,False,False,True,False,False,False,True
5.281278231383876,9.555802446235623,0.00337279233254865,2.6347629809804343e-15,True,False,True,True,False,False,False,True
