cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
12.287960978737498,12.334770560354762,0.24291859589554599,0.45563634097101685,True,False,False,False,False,False,False
4.617499365702171,4.664587652452295,0.095622957541655,0.157965256319441,False,True,True,True,True,True,True
12.415550688551434,12.621428999619162,0.2648420714018524,0.526994521655064,False,True,False,False,False,False,False
14.508344396571719,14.408013800400482,0.23460104871224313,0.5330531104867388,False,False,True,False,False,False,False
11.905285580502099,12.082743946497326,0.2270931187504257,0.42110318858777757,False,True,True,False,False,False,False
11.639422647514385,11.890505498381788,0.24405506387523054,0.4855173208933664,False,True,False,True,False,False,False
13.823677463561477,13.757480696185699,0.18950090053007568,0.4356342015662262,False,False,True,True,False,False,False
11.34945321019143,11.585457795248319,0.2209843152642431,0.44121601243748265,False,True,True,True,False,False,False
9.62894441974682,9.882696964709652,0.22400693088351598,0.40331627862976466,False,True,False,False,True,False,False
11.254351646630557,11.353684344880875,0.16755495318845592,0.3538485660030805,False,False,True,False,True,False,False
9.63159781218589,9.87109508129383,0.20975172420155727,0.39497851899413605,False,True,True,False,True,False,False
10.309566859291412,10.378669521211354,0.24024845094836894,0.5339276434379367,False,True,False,False,False,True,False
12.356748405851963,12.14463862376233,0.2846301880225885,0.6231982898129053,False,False,True,False,False,True,False
10.342297417132416,10.404069163227526,0.21790792209545407,0.5286073942733793,False,True,True,False,False,True,False
9.26456881362955,9.412510315951687,0.2071505374696984,0.4432126122847135,False,True,False,False,True,True,False
10.677510173219224,10.677443542375858,0.1873022035332907,0.3897514281928268,False,False,True,False,True,True,False
9.26499817181718,9.405811884140245,0.18013580397588408,0.41218390364204777,False,True,True,False,True,True,False
5.240949131704103,5.260533213041976,0.13562949460607665,0.2706219261062149,False,True,False,False,False,False,True
5.990924017888412,5.992530818092634,0.09666384285107826,0.2262999728130043,False,False,True,False,False,False,True
5.239022241140702,5.247303914516518,0.12947982640482936,0.26971599886019537,False,True,True,False,False,False,True
