cv_rmse,test_rmse,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.7495500498282732,2.383249192868481,0.10798216302718124,0.34333539069604546,False,True,True,True,True,True,True
4.765898887446674,4.636219405471299,0.17551545182796002,0.4906333446346047,True,False,False,False,False,False,False
6.2464980212100905,6.063604963796013,0.10390419338849839,0.234501201865746,False,True,False,False,False,False,False
5.711585508534982,5.40576845348731,0.22690259256320372,0.5444956844333652,False,False,True,False,False,False,False
4.097567927531346,4.026946255774934,0.1367499166775952,0.433886887234078,False,True,True,False,False,False,False
4.247644338860017,4.168094728147643,0.10103139156666063,0.31105989141785806,False,True,False,True,False,False,False
4.355742917454281,4.330756976878641,0.23434668279206852,0.4717146054939013,False,False,True,True,False,False,False
3.623451283796541,3.6514340605524476,0.11557080559960396,0.36724627615989114,False,True,True,True,False,False,False
3.1040197843161446,2.679081596064631,0.1816198496099129,0.46272055936739487,False,True,False,False,True,False,False
3.223777681764394,2.68456128762103,0.2063613568829187,0.4319550243939796,False,False,True,False,True,False,False
2.90748646539871,2.546380667297251,0.17883341776802808,0.4478072380885845,False,True,True,False,True,False,False
5.718584766505833,5.6472800957869564,0.08659372334226097,0.14230811556831,False,True,False,False,False,True,False
5.614577077586947,5.404882504576621,0.19021035019073318,0.45777862871787517,False,False,True,False,False,True,False
4.090140528123044,3.9633412331734954,0.14198138776933103,0.4328319638758329,False,True,True,False,False,True,False
3.081801584393324,2.6602121932012013,0.15230425837571324,0.4596003353991148,False,True,False,False,True,True,False
3.2014825601797234,2.640540568430995,0.19496291009681294,0.4064627535832105,False,False,True,False,True,True,False
2.882982333367715,2.4982959564531,0.16292262230603455,0.4409632920816371,False,True,True,False,True,True,False
4.715817732119831,4.289537585862242,0.07281410499500388,0.22398354983320592,False,True,False,False,False,False,True
4.310354755247272,4.033025426144384,0.14974288118845938,0.3651391423994294,False,False,True,False,False,False,True
3.4193065049811593,3.2055182354836846,0.09254731052842217,0.28768876397153137,False,True,True,False,False,False,True
