cv_rmse,test_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance
8.489167951838393,8.400567580814494,0.14687124,0.036973342,0.04277692,0.038473744,0.037022203,0.04193243,0.020350358,0.02936553,0.073688805,0.1212853,0.014780372,0.031737022,0.06072699,0.016613454,0.017729469,0.12286703,0.017464552,0.043935955,0.031719446,0.014959154,0.015412187,0.02331451,0.021078226991108773,3750.0,0.1764701928858743,0.40825991727283373,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.763887570331927,3.787885073347847,0.0026344606,0.007766177,0.006529331,0.004976844,0.005826249,0.002298323,0.006415881,0.017112592,0.014665119,0.0062641203,0.005600658,0.0055459095,0.009899125,0.003462699,0.004544703,0.012233874,0.0076715387,0.017789843,0.0036901187,0.006855268,0.0047520422,0.004416854,0.027266168508858407,3450.0,0.18780523158740622,0.2473517790454702,False,True,True,True,True,True,True,0.02692989,0.0035993713,0.011721825,0.0040714396,0.0043582637,0.0063965423,0.0049087517,0.0047535547,0.015473594,0.009595018,0.0038937763,0.008067357,0.017883679,0.0034569602,0.062102117,0.6518361
8.725438243551153,8.645695024285903,,,,,,,0.016610842,0.021928726,0.06580191,0.10244204,0.010949918,0.030604105,0.064784735,0.016946137,0.015808042,0.15164465,0.011842782,0.040052276,0.031108972,0.014409557,0.01359795,0.020320037,0.037763016730793124,3250.0,0.21620829771675537,0.5219682459021291,False,True,False,False,False,False,False,0.03238247,0.06539141,0.017008508,0.01559492,0.047709204,0.012212495,0.018384159,0.01811872,0.036564365,0.013734738,0.02787641,0.06616998,,,,
14.325464192556089,14.205005991999878,0.28552777,0.13082814,0.14234562,0.15900517,0.1346689,0.1476244,,,,,,,,,,,,,,,,,0.020024466536392914,2200.0,0.20682375453845314,0.42243801872696973,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.945765197029408,7.7985725113013284,0.09055112,0.024923805,0.033118315,0.024506925,0.023472132,0.027430922,0.008987384,0.018916916,0.054429192,0.084251896,0.007518228,0.021837447,0.050150044,0.011211974,0.011792135,0.12619871,0.008672755,0.033890747,0.022725424,0.007987102,0.010032633,0.014988827,0.03563699831600421,3300.0,0.21862489018510511,0.47953620805144076,False,True,True,False,False,False,False,0.022156043,0.046576392,0.0090744635,0.011233424,0.036694407,0.008245264,0.014188175,0.013814983,0.029221814,0.010616459,0.020588994,0.059994936,,,,
8.270113091212076,8.20261597054197,,,,,,,0.016223382,0.024440784,0.061363004,0.10443082,0.007992029,0.034264393,0.06015824,0.016599584,0.0145147415,0.14477928,0.014397916,0.031841278,0.028512955,0.0179488,0.0095399,0.014888214,0.03192266213317947,3100.0,0.18001357152821532,0.47768645350469446,False,True,False,True,False,False,False,0.03387524,0.054084886,0.010975039,0.01020291,0.032349564,0.009197785,0.014402321,0.013779091,0.03013455,0.021804947,0.018661842,0.08470895,0.063927576,,,
13.919100986306953,13.818688269558544,0.24339381,0.1231369,0.12886122,0.14762421,0.114755034,0.10595926,,,,,,,,,,,,,,,,,0.010016011109868047,2000.0,0.17673499243967192,0.24569529360420897,False,False,True,True,False,False,False,,,,,,,,,,,,,0.13626958,,,
7.751397720888541,7.649086628468464,0.07472266,0.018421954,0.02667382,0.025953889,0.020241974,0.02539302,0.011080269,0.019735238,0.052048612,0.085703574,0.005753082,0.029837877,0.04789608,0.013006717,0.012026163,0.12108518,0.011249244,0.023480114,0.023063326,0.011126596,0.0073664435,0.0111535285,0.03224882204241582,3500.0,0.19202197393112136,0.4744539481173024,False,True,True,True,False,False,False,0.027475115,0.043183953,0.008449028,0.007942209,0.027906364,0.0072859963,0.011258426,0.012396812,0.026852166,0.01728067,0.013518112,0.06250672,0.05692506,,,
7.213448202497138,7.269817137154543,,,,,,,0.012716566,0.023464097,0.06704536,0.13344558,0.013353191,0.027790835,0.039948627,0.023307508,0.011521983,0.06258084,0.018192898,0.020091787,0.028277606,0.018314993,0.011100711,0.013159668,0.02891924447276581,2700.0,0.22493015928149446,0.4602035778175206,False,True,False,False,True,False,False,0.022175597,0.04522738,0.01174345,0.014124749,0.01811869,0.011961764,0.014197148,0.014685422,0.035355054,0.035393186,0.016567657,0.025251618,,,0.21088605,
10.794447519974259,10.889902439084821,0.12441119,0.15150046,0.10954823,0.1399575,0.122989155,0.09833155,,,,,,,,,,,,,,,,,0.01,2000.0,0.1931843442803655,0.3510213855053579,False,False,True,False,True,False,False,,,,,,,,,,,,,,,0.2532619,
6.972418185451575,7.024642131586828,0.010761529,0.021231355,0.025071219,0.017722176,0.008575824,0.013939981,0.01092864,0.02307459,0.06510838,0.12182101,0.01305327,0.02454881,0.035438605,0.019407077,0.00955621,0.052728843,0.015806595,0.01845782,0.024916781,0.014858668,0.00846942,0.010108376,0.023218275505109458,3750.0,0.2212889662954422,0.44115476548906524,False,True,True,False,True,False,False,0.018854398,0.040283114,0.010845252,0.011013986,0.015819933,0.01113455,0.011804621,0.01261431,0.034529857,0.031265996,0.013798234,0.024228087,,,0.19822247,
7.322319839250014,7.033410526932497,,,,,,,0.0136565175,0.01726741,0.06083294,0.095539756,0.011569573,0.02891548,0.051063936,0.011070166,0.014396293,0.11587195,0.012719618,0.025242135,0.029751882,0.0116471825,0.012473915,0.020633051,0.023958041414891617,3850.0,0.32243513292761816,0.4911320803205428,False,True,False,False,False,True,False,0.036564033,0.061646365,0.012639885,0.015308449,0.042420063,0.012532435,0.01372012,0.019262787,0.047393262,0.014192203,0.018561844,0.037042525,,0.13606428,,
8.936844140666958,8.948909607079193,0.08096887,0.173101,0.11755089,0.20256062,0.118401125,0.10685595,,,,,,,,,,,,,,,,,0.015085093595453175,2800.0,0.18400807126949398,0.29547986439415885,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.20056157,,
6.97659037426873,6.726421634262065,0.009881392,0.029481787,0.029656654,0.031296626,0.016293677,0.017097678,0.011879491,0.01394276,0.053263586,0.092444405,0.008869186,0.027601942,0.04333297,0.008201244,0.010804737,0.10618702,0.010531155,0.022170339,0.023390094,0.008206326,0.010697274,0.017386684,0.024322494646085276,3700.0,0.233033158681427,0.49290324094771326,False,True,True,False,False,True,False,0.029358488,0.049475778,0.009200444,0.013309181,0.038091086,0.010492895,0.012346542,0.017014539,0.042507656,0.011956934,0.016866114,0.0126343835,,0.13412893,,
6.8589351241395775,6.861080252996132,,,,,,,0.011147251,0.017721033,0.060394175,0.1276211,0.01315538,0.026443359,0.03811112,0.017280769,0.008939414,0.05326482,0.016788837,0.0159394,0.024924602,0.014175017,0.010688022,0.011406642,0.018388691021630047,3650.0,0.2021129658918759,0.41049446409655754,False,True,False,False,True,True,False,0.018146876,0.041566104,0.010757488,0.011292048,0.014578067,0.0122917965,0.013206008,0.013643825,0.037189487,0.02235613,0.013345515,0.022483718,,0.055269875,0.24587218,
8.571970937361694,8.253239958763315,0.06358279,0.1363782,0.09706331,0.15267518,0.1029803,0.07120108,,,,,,,,,,,,,,,,,0.014884111264999717,3000.0,0.16605304089296952,0.3581764381256697,False,False,True,False,True,True,False,,,,,,,,,,,,,,0.12765363,0.2484655,
6.633219704685521,6.617276841901621,0.006327854,0.027253311,0.024539188,0.019188043,0.009396331,0.017626043,0.009390508,0.014122689,0.05460717,0.1108854,0.011747914,0.02381336,0.0354016,0.01956131,0.00758049,0.051592737,0.0151214795,0.0149042625,0.022625694,0.011332045,0.008090385,0.009188603,0.03596273117320225,3300.0,0.20341846759879192,0.49297918224385406,False,True,True,False,True,True,False,0.018932544,0.039425492,0.008466228,0.00886001,0.012186115,0.01200503,0.009561237,0.011791462,0.034683615,0.020857567,0.012635154,0.017049652,,0.053343285,0.21590623,
4.252131420466983,4.2893913041777605,,,,,,,0.0064909384,0.014854699,0.019429727,0.008680435,0.0074212686,0.007572668,0.012778843,0.0055784583,0.0069956705,0.030521337,0.011504671,0.021773629,0.005396351,0.007481856,0.0063916026,0.01015644,0.0318314026344703,3800.0,0.15912303319918567,0.3252759359263435,False,True,False,False,False,False,True,0.026286518,0.006759533,0.016180143,0.016577791,0.011247972,0.008245443,0.010771437,0.008238721,0.024106603,0.030982554,0.00848929,0.021450613,,,,0.6276348
6.577757904535932,6.51407241872931,0.046093065,0.059773147,0.053231053,0.07038508,0.055489026,0.04638929,,,,,,,,,,,,,,,,,0.010004971263125549,2000.0,0.13953062199292054,0.09697478489461561,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,0.6686393
4.23914967192327,4.2904605869415935,0.0060209427,0.008762966,0.008630777,0.0076174242,0.0069561475,0.0050009782,0.0063041924,0.014076074,0.019103149,0.007834455,0.006562341,0.006819986,0.011955641,0.004879209,0.006078097,0.027480919,0.011530469,0.020060075,0.0046512065,0.006536039,0.005548357,0.009621093,0.03268619511593504,3250.0,0.1783936921623034,0.30776263000326404,False,True,True,False,False,False,True,0.032466486,0.0059930244,0.014580904,0.015389552,0.011581044,0.0075963987,0.010389203,0.008123762,0.023194473,0.027776968,0.0075552226,0.02155562,,,,0.60176677
