cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_comet_mean_importance,small100_noft_comet_mean_importance,small100_ft_comet_mean_importance,nllb_noft_comet_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
0.0276035212657463,0.0176425288860513,0.0374284589586506,0.16650799,0.028799322,0.016293682,0.015147336,0.052496493,0.09013117,0.0006134065,0.060732923,0.0032034256,0.044786654,0.025632333,0.0014776093,0.022218175,0.027577797,0.002085128,0.012724431,0.014376146,0.0010609996,0.077014685,0.0031330448,0.0018422113,0.030203655,0.0016187452,0.0017581901,0.0069103427,0.004918403,0.0024534485,0.03278912,0.0025973623,0.0011105353,0.056084044,0.0024420833,0.0010829584,0.02632836,0.010512179,0.0075926357,0.0156752,0.12806776,0.0380291777316449,3600.0,0.0005463998179583,0.0034495625694694,0.0095151300059237,hau,False,True,True,True,True,True,True
0.0501075577874588,0.0390011687500099,0.1198321128988425,0.17317382,0.036629397,0.028805658,0.05537179,0.041958522,0.025332425,0.10683981,,,0.02674528,0.10683508,0.032401048,0.038877677,0.044880424,0.022627627,0.03971029,0.011846518,0.02347879,0.069400504,0.025489544,0.017968167,0.061678063,0.003411591,0.0065379404,,,,,,,,,,,,,,,0.0400287876788313,3750.0,0.0009003684967554,0.0050783918853874,0.0072152468512165,hau,True,False,False,False,False,False,False
0.0478230065092587,0.0394900974597942,0.0579012380705723,0.18253635,,,,,,,0.0647821,0.023313802,0.06420374,0.060476027,0.039020486,0.028579542,0.034698766,0.030654797,0.049288794,0.011290999,0.031238949,0.0651868,0.029007817,0.023578804,0.074162915,0.005251839,0.0050491677,0.011701352,0.012921219,0.022903789,0.030940032,0.015038187,0.0049420274,0.05469523,0.0076197176,0.008709496,0.008207258,,,,,0.0312865648667607,4300.0,0.0012357646517481,0.0011874085593421,0.0060379073845399,hau,False,True,False,False,False,False,False
0.138147262858328,0.0754805917463799,0.0847216215218877,,0.16296479,0.04933464,0.31426144,0.28187242,0.051152658,0.14041409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0581641174259353,3550.0,9.277166073320484e-05,0.0019727881992979,0.0031384449506831,hau,False,False,True,False,False,False,False
0.0447337604951375,0.0357856701990201,0.0617242437133964,0.12407913,0.02660963,0.024910823,0.049219627,0.034052577,0.011179471,0.072184935,0.06107648,0.018037554,0.04451891,0.039164163,0.027322913,0.032370944,0.037447542,0.023748636,0.0135190515,0.017183999,0.026084041,0.071985394,0.018171083,0.012491831,0.06999834,0.0032029874,0.00387474,0.0057271435,0.0072234394,0.018158147,0.02472519,0.009624174,0.003975598,0.045481615,0.0047505093,0.0065225037,0.0113768745,,,,,0.0258726164403162,4050.0,0.0010312415946276,0.004005138372421,0.0013991400223528,hau,False,True,True,False,False,False,False
0.0431642960827541,0.035434504508642,0.0680483292100038,0.14039914,0.030648988,0.026991108,0.040217888,0.03601772,0.019034533,0.064113796,0.06406093,0.016537052,0.042449176,0.025506234,0.02420949,0.01722778,0.045106314,0.019992173,0.020023996,0.01879863,0.023325516,0.064435005,0.021895135,0.013404461,0.049775697,0.0038177078,0.0037423559,0.005587551,0.009223351,0.015041202,0.027687049,0.0072090463,0.0031734288,0.049783554,0.005589448,0.0033834032,0.021070097,0.020521032,,,,0.0366284790224478,4050.0,0.001116232043497,0.0023970616562119,0.0033334977304827,hau,False,True,True,True,False,False,False
0.0396203501812737,0.0248448723656894,0.0587535818725267,0.16027589,0.024481578,0.022159865,0.027248964,0.037714012,0.03567786,0.041159183,0.06648089,0.010827078,0.04453815,0.037252508,0.020616975,0.018859137,0.034248892,0.016563065,0.012168346,0.022182267,0.007712095,0.06912759,0.005960169,0.017170403,0.065643445,0.0026224523,0.0026894927,0.008187137,0.0099123195,0.011215801,0.039028,0.005020975,0.003110603,0.04742374,0.010642821,0.0032134964,0.017690035,,,0.041174766,,0.0266909935199964,3800.0,0.0006270447445508,0.0040305579906649,0.003025484400034,hau,False,True,True,False,True,False,False
0.0357434220662567,0.0691036435015147,0.0557766820560267,0.16857281,0.023709068,0.020843614,0.06551313,0.034208424,0.021288784,0.02628549,0.06513579,0.027949225,0.051513523,0.029631343,0.021600496,0.017884467,0.036476318,0.012403633,0.013244955,0.020572368,0.014841633,0.063207105,0.014971128,0.008850744,0.045030896,0.0036430038,0.0027200875,0.010468258,0.012379108,0.010456512,0.028706674,0.0063899793,0.0035592553,0.048869092,0.0036935664,0.0053815106,0.016901866,,0.04309617,,,0.0183814182042832,4100.0,0.00046041041854,0.002071520513506,0.0016887851275705,hau,False,True,True,False,False,True,False
0.0317321581155114,0.0217968298994949,0.0244512088941253,0.15936501,0.015610384,0.014654949,0.025049603,0.046069004,0.051705282,0.00096255046,0.0661637,0.0014917955,0.051288713,0.021328138,0.0050071655,0.01266472,0.039467342,0.0036409646,0.017280674,0.01847235,0.0035533966,0.075354405,0.004125249,0.0017528314,0.04012405,0.0032986882,0.0026500295,0.0054847146,0.0065621017,0.0032173884,0.043749798,0.0062867603,0.002898225,0.048628177,0.0044203885,0.0026412145,0.0837644,,,,0.11126582,0.0322013292078032,3100.0,0.0007850629368853,0.0041519297282365,0.0017666114502205,hau,False,True,True,False,False,False,True
0.0276370899741826,0.0091661007293749,0.0144829437219736,0.1682529,0.027555967,0.015502131,0.010006921,0.05212173,0.081983745,0.0040789465,0.063436136,0.0028064926,0.046257854,0.028160054,0.0015543315,0.013618091,0.034386307,0.0018644391,0.015922438,0.015329967,0.0012893615,0.08528356,0.0031533823,0.0022572214,0.02021475,0.0016702826,0.0014167915,0.0068848147,0.0049556396,0.002194055,0.031442836,0.0026827785,0.00091113726,0.058015406,0.0019660478,0.0012083482,0.03491842,0.010059931,0.0073742317,0.015106715,0.12415582,0.0518291786776751,3400.0,0.0005103116274864,0.0019371002016594,0.0023972455210646,pan,False,True,True,True,True,True,True
0.049425648035415,0.047180643062851,0.0664581062775989,0.18373847,0.030300248,0.026581258,0.05877263,0.044390548,0.02047332,0.094493076,,,0.024939867,0.11392484,0.032620426,0.037286706,0.049710188,0.02229358,0.042524304,0.011626563,0.021718401,0.07001515,0.02503543,0.017995369,0.06131097,0.003703395,0.0065452443,,,,,,,,,,,,,,,0.0448962678125813,3600.0,0.000692078911075,0.003328245679477,0.0071836149640062,pan,True,False,False,False,False,False,False
0.0477742807815344,0.034625720193527,0.0781060660990998,0.17687625,,,,,,,0.062299717,0.023711953,0.06190189,0.052869786,0.037908424,0.0331861,0.0325598,0.03152133,0.049537733,0.014715183,0.03207578,0.06372349,0.03430578,0.02183719,0.07112585,0.0054804515,0.0050045573,0.017974641,0.01333158,0.023844998,0.033722427,0.015374902,0.0051895925,0.058430742,0.00780081,0.008709196,0.004979837,,,,,0.0243023833692262,4150.0,0.0005327919049221,0.0018284410895296,0.0043214275869031,pan,False,True,False,False,False,False,False
0.1381945433716115,0.0439618362441075,0.0456211248591855,,0.12615524,0.07423365,0.25727144,0.25367427,0.10353844,0.18512699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0298447872450659,3700.0,0.0001358634635092,0.0003809183248102,0.0001744887427057,pan,False,False,True,False,False,False,False
0.0449268446778465,0.04493956556458,0.0656591159131955,0.12384796,0.028877288,0.022842698,0.04660044,0.033520393,0.016439613,0.059904538,0.06829402,0.017048802,0.039435126,0.036427744,0.024042096,0.028075483,0.03773891,0.022742394,0.014968552,0.017936382,0.02628148,0.06278051,0.016832924,0.014998908,0.075025894,0.0030955493,0.0035531665,0.013666247,0.0070082583,0.01656038,0.030202752,0.010856074,0.003173295,0.04253452,0.0052544335,0.005491917,0.023941236,,,,,0.0241251532091631,3850.0,0.0005047831434659,0.0027613400905557,0.0021183910616085,pan,False,True,True,False,False,False,False
0.0431533447833555,0.0488159565348973,0.0633015967007811,0.13957642,0.021873346,0.026844263,0.031786013,0.036022387,0.025743928,0.045815747,0.074508406,0.016066667,0.042449586,0.025843713,0.024424983,0.014421764,0.040950008,0.020878136,0.022111777,0.020041462,0.024744127,0.060741387,0.018940696,0.014656988,0.05335067,0.003902336,0.0032786124,0.0164471,0.008491372,0.016570104,0.03168031,0.008579208,0.002965243,0.05025547,0.006384813,0.003950611,0.024850935,0.020851374,,,,0.0417448316734426,3500.0,0.0005569480603405,0.0028355032275111,0.0066842913281264,pan,False,True,True,True,False,False,False
0.0396407255497414,0.0163449297393132,0.0447276413484487,0.16454412,0.016487604,0.025696889,0.02830126,0.03488849,0.04079487,0.027538732,0.07257585,0.010070579,0.044080675,0.03019308,0.020794827,0.01580048,0.03653849,0.015942063,0.013650236,0.021659726,0.00796013,0.07183572,0.0066065565,0.01906273,0.05687372,0.0025835345,0.0023240345,0.017886203,0.010405583,0.012092812,0.03849871,0.0054933717,0.003190314,0.04463177,0.0108908,0.0031564266,0.026148707,,,0.040800918,,0.0395165540340752,4000.0,0.0006070937155688,0.0014568266797001,0.0025409823171447,pan,False,True,True,False,True,False,False
0.03576981076597,0.024549957047075,0.060078252242599,0.15647894,0.024331968,0.022386627,0.060055755,0.0366572,0.021634363,0.022981122,0.070613004,0.031903226,0.046698857,0.03266237,0.018190939,0.015916768,0.031901952,0.014516167,0.016454618,0.019552585,0.013304256,0.06183546,0.014645448,0.008405246,0.043788113,0.002961995,0.0025202404,0.019383129,0.011313195,0.012703657,0.03277044,0.006362769,0.003272272,0.0467354,0.0037269674,0.005033343,0.02507385,,0.043227725,,,0.0329729303131084,3350.0,0.0003016074708846,0.0036322775872874,0.0058960918624329,pan,False,True,True,False,False,True,False
0.0314060826120772,0.0053165108514314,0.019038057022549,0.15838864,0.019001586,0.016648026,0.02320091,0.048149668,0.055538602,0.0012567776,0.06415601,0.0017026743,0.052921783,0.022956207,0.0049715573,0.012265136,0.039260823,0.004178684,0.019865148,0.018779436,0.0035573426,0.079760626,0.0043008924,0.002082245,0.029605728,0.0033743344,0.002690084,0.0058008423,0.0063923774,0.0029076268,0.04119408,0.006302794,0.0016553272,0.049283717,0.004526961,0.003107752,0.072171085,,,,0.11804457,0.027964750732882,3550.0,0.0008171435084731,0.0004595400724736,0.0014665896326471,pan,False,True,True,False,False,False,True
0.0279946437820919,0.0013621024939886,0.0063301865298975,0.16084246,0.028007943,0.01394528,0.015363991,0.05029708,0.09107778,0.00025628784,0.062119782,0.0032281522,0.041491583,0.030954968,0.0016178971,0.01646038,0.03893457,0.0021198385,0.018463094,0.016053546,0.0010625003,0.08324717,0.0040430594,0.0015131662,0.022245456,0.0019658715,0.001267828,0.006450472,0.005078847,0.0022641064,0.030963052,0.0028508627,0.0009836436,0.055672817,0.0024393108,0.0011959459,0.020081958,0.010776822,0.006828683,0.015361423,0.13247235,0.0405746145827908,3450.0,0.0003691986357049,0.001021252217522,0.0024240599071485,snd,False,True,True,True,True,True,True
0.0490182093955671,0.0161544863417408,0.0428851199159045,0.16993754,0.035357084,0.028531954,0.04992954,0.04507933,0.022377696,0.10376712,,,0.029764676,0.113909625,0.032929283,0.0392219,0.048624627,0.023221787,0.039045565,0.011397468,0.022516858,0.07233674,0.03047745,0.01740254,0.053798996,0.0036340696,0.006738213,,,,,,,,,,,,,,,0.0296008108738529,3200.0,0.0007464375174211,0.003093932396529,0.0055664625771947,snd,True,False,False,False,False,False,False
0.0472589271837281,0.0048941443395119,0.117849403115277,0.1765428,,,,,,,0.061015487,0.022853676,0.06703526,0.057735585,0.03985054,0.03229825,0.03656493,0.030405935,0.05485008,0.011622391,0.030281046,0.06480453,0.034072727,0.021626694,0.07307119,0.0052531585,0.0048423363,0.008946748,0.012643637,0.02562449,0.026010353,0.014010273,0.004757761,0.05801802,0.006941974,0.008345896,0.0099741705,,,,,0.0267914739991125,4150.0,0.000635742503874,0.0006033455000348,0.0094319034341574,snd,False,True,False,False,False,False,False
0.1375496498783803,0.0939221937102085,0.0596772899702355,,0.14758065,0.0603127,0.31618935,0.27003652,0.0571104,0.14877033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0648097555054057,3950.0,0.0002006540365951,0.0011260706346659,0.0021825964118547,snd,False,False,True,False,False,False,False
0.0438902500964689,0.0133273584714772,0.0674337406973904,0.1252207,0.023249531,0.024242843,0.051082253,0.033961885,0.010107167,0.07220065,0.062087066,0.017232338,0.0451283,0.040563285,0.026286218,0.031812124,0.0444818,0.021875676,0.015820969,0.015915152,0.025883889,0.06929612,0.017384496,0.013749415,0.073185846,0.0033729128,0.0037611008,0.005150297,0.007218267,0.017368097,0.026581148,0.009548793,0.003561175,0.042805273,0.0047300076,0.005888476,0.009246754,,,,,0.0328346216728119,3500.0,0.000480787323373,0.0017757720279956,0.0084025435040228,snd,False,True,True,False,False,False,False
0.0423044314678641,0.0126126487074759,0.0516584453254243,0.13624592,0.030088693,0.023031693,0.03401692,0.037116982,0.016334273,0.06517531,0.066255376,0.016744155,0.041939083,0.028423537,0.02545915,0.015323775,0.04415558,0.020180356,0.020179948,0.019429505,0.02444831,0.06646313,0.020803902,0.013802064,0.04781073,0.003798596,0.0037644296,0.0053129955,0.008383158,0.016850505,0.0296415,0.0072651096,0.0029392852,0.05404353,0.0057268953,0.0035850934,0.024256812,0.021003772,,,,0.0221009425154553,4150.0,0.0008351516084938,0.0019889709032926,0.0079089368334105,snd,False,True,True,True,False,False,False
0.0389582233706512,0.0043021020646548,0.0443373974967273,0.15770653,0.01966844,0.02420292,0.027875215,0.037232123,0.045741253,0.056455977,0.069460854,0.010517652,0.04273977,0.037579577,0.01948585,0.017149897,0.034694277,0.014305502,0.010775914,0.021681082,0.008149592,0.068577275,0.007910861,0.018683465,0.057393808,0.0027502014,0.0024359468,0.0076740743,0.009330146,0.012199833,0.032916196,0.0050507,0.0032343534,0.04313308,0.010830553,0.0029503424,0.019319737,,,0.04018701,,0.0299613811465418,4050.0,0.0005127904598109,0.0021235482113514,0.0137424044111323,snd,False,True,True,False,True,False,False
0.0356903146808813,0.0799765899473271,0.0653479868684503,0.16421261,0.030425996,0.021036565,0.064335026,0.035489336,0.02375352,0.022716798,0.06250781,0.02936754,0.049595058,0.032723278,0.020232648,0.01705904,0.03572979,0.013468032,0.012210066,0.020466631,0.015394354,0.061421335,0.017199954,0.008891853,0.036757756,0.003019124,0.00275708,0.010190601,0.012155445,0.011788121,0.03253863,0.005703029,0.0034320361,0.049711447,0.0034152293,0.0060129566,0.02002971,,0.0442516,,,0.0145569407669063,4400.0,0.0006934952204308,0.0024357582812177,0.0046887724191433,snd,False,True,True,False,False,True,False
0.0313165046660706,0.0013238197027434,0.0152354441710194,0.1572943,0.018555542,0.014330802,0.020076398,0.044074915,0.050499648,0.0043990444,0.0664014,0.0019953817,0.052176815,0.025156144,0.0046647727,0.012095664,0.04633452,0.0039268984,0.01769788,0.019054752,0.0033505731,0.082591966,0.0038082027,0.0019946275,0.0353449,0.002518758,0.0026363959,0.0057176906,0.008189157,0.003050693,0.044348903,0.006585598,0.0016084213,0.051390063,0.004302037,0.0033740222,0.0651623,,,,0.115290865,0.0420583069571801,3500.0,0.0006741298468809,0.0006814024550734,0.0022288057324949,snd,False,True,True,False,False,False,True
0.0284515735752432,0.0301749394588168,0.046458883574913,0.15922643,0.0323625,0.014504448,0.013891598,0.05503074,0.08985474,0.00059766823,0.06275015,0.0027256468,0.049511977,0.031110203,0.0011400853,0.016319225,0.028483773,0.0020201686,0.013795821,0.014586754,0.00082166895,0.08061979,0.0030372345,0.001280878,0.020353813,0.0015650407,0.0012111234,0.009863712,0.003667131,0.0021629487,0.031948365,0.0029579964,0.00093630404,0.059600305,0.002220451,0.001074802,0.039195575,0.009901819,0.006389764,0.014332926,0.11894643,0.0436231333658148,3350.0,0.0006204241540222,0.0076234660436821,0.01270954829102,afr,False,True,True,True,True,True,True
0.0496876399636426,0.061984412423401,0.0574199825973235,0.17975506,0.027715757,0.027730012,0.054154545,0.04902187,0.033789247,0.06827265,,,0.031222444,0.107266024,0.034458727,0.041136373,0.04641453,0.023521,0.044501897,0.012730867,0.024586445,0.07048686,0.027889585,0.018205527,0.06566803,0.003798709,0.0076738396,,,,,,,,,,,,,,,0.0370420698835316,3200.0,0.0004086139634661,0.0024123855067941,0.0017478760252958,afr,True,False,False,False,False,False,False
0.0479166599433962,0.0681657670998156,0.0554334916562472,0.1770841,,,,,,,0.064500354,0.023947034,0.050996225,0.05677678,0.03858658,0.030285925,0.029381314,0.029495385,0.060022347,0.009411315,0.031544276,0.07150464,0.033649612,0.0194669,0.085418135,0.0048648575,0.006043089,0.01160981,0.014458056,0.021790061,0.028477212,0.014961816,0.004374333,0.05941663,0.006738676,0.0074112625,0.0077832937,,,,,0.0265962019300312,3850.0,0.000819761816177,0.0013857811576579,0.0023206398145311,afr,False,True,False,False,False,False,False
0.1392339172646746,0.1652746444949518,0.1566936216940838,,0.10476042,0.077740334,0.16795701,0.17341886,0.14295515,0.33316827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0528198778897335,3300.0,0.0001397903515866,0.0027297261298135,0.0027692991533919,afr,False,False,True,False,False,False,False
0.044502927382677,0.0614161292876699,0.0572605267550227,0.12599766,0.03301247,0.02269188,0.04892608,0.03273342,0.02070846,0.0631103,0.060114067,0.01732258,0.041075367,0.040727247,0.026700944,0.029257972,0.04327359,0.019413669,0.01593052,0.015301866,0.026449138,0.07249023,0.020754807,0.013625244,0.06471396,0.003246212,0.004574827,0.006321086,0.0076004984,0.017741524,0.028366774,0.009463655,0.0036527826,0.043914855,0.0044653723,0.0057872706,0.010533713,,,,,0.0343180986951808,4550.0,0.000771311848865,0.0019286068831637,0.0061091953925786,afr,False,True,True,False,False,False,False
0.0426100037590759,0.0532860114726428,0.0578442163962222,0.13544911,0.03355476,0.024650926,0.038111556,0.041364126,0.018549535,0.048648357,0.0651094,0.017355775,0.03981312,0.030584281,0.026923835,0.01678705,0.042096995,0.01949815,0.018448774,0.017752014,0.024120886,0.06634941,0.01712006,0.011689942,0.04168452,0.0034635111,0.003558542,0.006816509,0.00994191,0.016763503,0.03305293,0.0071406066,0.003558463,0.050889276,0.005091319,0.003298921,0.039927702,0.020834187,,,,0.0308014815404452,3850.0,0.001129843227588,0.0023032573147538,0.0016722619470564,afr,False,True,True,True,False,False,False
0.0396687455503516,0.0418321336899577,0.0530001291370693,0.15914327,0.040842205,0.01933673,0.02940383,0.04199996,0.02705189,0.02234957,0.07506533,0.011680928,0.052272208,0.032867216,0.02099897,0.0194075,0.032174233,0.016269071,0.011847844,0.02011344,0.008222243,0.07467255,0.0074546924,0.017920675,0.04945044,0.002430542,0.0024069564,0.013729719,0.01123205,0.011423269,0.038621545,0.005492013,0.003301397,0.044549584,0.010437377,0.0038555667,0.01925408,,,0.0427211,,0.0276112047528703,4200.0,0.0007063574655698,0.0013265978545921,0.0015982181221825,afr,False,True,True,False,True,False,False
0.0365272818138911,0.038334037698867,0.0472217062142489,0.1571831,0.03435426,0.01958258,0.059849273,0.033411495,0.03235787,0.017823232,0.06674184,0.03150465,0.040782593,0.039271533,0.019832721,0.018497746,0.03602634,0.011981277,0.01721695,0.019211194,0.017422434,0.0674444,0.018262329,0.008681138,0.044653226,0.003367021,0.0027135937,0.017952198,0.011660425,0.010551234,0.02540263,0.005577109,0.0031991205,0.04828877,0.0035186857,0.0047459905,0.0072550937,,0.043675914,,,0.0157244454235654,4350.0,0.0007478370810093,0.0008670352472399,0.0023563729366102,afr,False,True,True,False,False,True,False
0.0321504994232539,0.0331193667072072,0.0455483488877812,0.15361199,0.02480856,0.0110179465,0.023325514,0.0415423,0.048589475,0.00040739714,0.06282254,0.0024940828,0.049257625,0.028786708,0.005795053,0.011395555,0.041308675,0.0033543017,0.016636297,0.017688492,0.0033567487,0.07896738,0.0041875327,0.0018091857,0.034392215,0.0026811273,0.00234854,0.015089652,0.007885667,0.003233891,0.038373098,0.006830065,0.0012756801,0.05008166,0.0046393136,0.0031486887,0.083948195,,,,0.11490886,0.0541675885201549,3300.0,0.0005858046784831,0.0101511554839573,0.0039268681237373,afr,False,True,True,False,False,False,True
0.0278289223892101,0.0050619585605124,0.0103220660290351,0.1668746,0.026611436,0.016209628,0.021915233,0.04949052,0.07476359,0.00030964738,0.0638231,0.003110787,0.045976676,0.033149365,0.0017977416,0.016765181,0.037614457,0.0020627985,0.015810242,0.014446172,0.0009437978,0.07964338,0.0029611671,0.0018438695,0.02102114,0.0018469479,0.0012816496,0.0074437684,0.004863482,0.0021681085,0.032205496,0.0027624615,0.00089356443,0.058121026,0.0021970258,0.0012150576,0.016025323,0.012521674,0.007155063,0.016432598,0.13572219,0.0336318361072413,4100.0,0.0006937360259361,0.0005182492450867,0.0018991741528355,plt,False,True,True,True,True,True,True
0.0488901561245324,0.0412590507084752,0.0265447171972926,0.17704599,0.032679673,0.031356044,0.050040938,0.045095094,0.027658626,0.090729885,,,0.03039062,0.10838059,0.033841852,0.03836377,0.043236718,0.021769485,0.041132577,0.011664187,0.02307588,0.079047024,0.028839767,0.018554647,0.0567087,0.0036471211,0.0067407913,,,,,,,,,,,,,,,0.0230549359027599,3850.0,0.000398577243219,0.0016890601855748,0.0113813401510233,plt,True,False,False,False,False,False,False
0.0469325821765652,0.0421174875170901,0.0353600213639006,0.1809123,,,,,,,0.0663368,0.023064993,0.05500705,0.060436994,0.038024466,0.030277124,0.034643084,0.030577237,0.05586285,0.012419154,0.030171936,0.06767483,0.028655479,0.02179155,0.07566337,0.0052833953,0.004925418,0.0095606195,0.014562001,0.023791218,0.02551367,0.014294761,0.004636669,0.060382366,0.0071697934,0.008973156,0.009387689,,,,,0.0465090664163232,3350.0,0.0011161252463051,0.0011762373812851,0.0049154143013911,plt,False,True,False,False,False,False,False
0.1379037100984659,0.0583248135653057,0.0263938690262128,,0.1578579,0.06633852,0.30645347,0.25850305,0.060864635,0.14998245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0468495488606233,2800.0,0.0001490208809145,0.004240042053252,0.0037735675695286,plt,False,False,True,False,False,False,False
0.0438080312709007,0.0444537175920374,0.0245488066046047,0.12284098,0.0246735,0.025265714,0.050748806,0.037217148,0.009797613,0.06985706,0.0674484,0.016309246,0.04565192,0.038142778,0.026267309,0.03143882,0.03774308,0.023117995,0.015033895,0.016463676,0.026391685,0.06771117,0.016445111,0.014020768,0.06946568,0.0031380702,0.0035798743,0.0054063452,0.0079335775,0.017323732,0.029004917,0.009681227,0.0034677808,0.04410988,0.0049521187,0.0065017887,0.012848347,,,,,0.027082860177097,3850.0,0.0008420723617737,0.0035987046114217,0.0038201698049581,plt,False,True,True,False,False,False,False
0.0422904258148066,0.0353018100391111,0.027884167290133,0.13486788,0.0281918,0.024226772,0.035330612,0.042448997,0.016500581,0.04887978,0.06397973,0.017282423,0.041641183,0.032486178,0.025505086,0.014999777,0.046955086,0.020348508,0.02054495,0.019640768,0.025266942,0.07103894,0.01961333,0.0133112045,0.04696118,0.003938204,0.0036812562,0.005576425,0.009441147,0.016129907,0.03155043,0.007387618,0.0028640968,0.052353464,0.0058490275,0.004085483,0.025259618,0.021861589,,,,0.0164514159514497,4100.0,0.0004293892465569,0.0013685540877614,0.003686913297564,plt,False,True,True,True,False,False,False
