cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,train_mt560,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.4915221665542973,6.606612842752997,0.007845017,0.0027488768,0.006662556,0.005318144,0.0041000345,0.01054435,0.002195112,0.039167907,0.0036702447,0.014992121,0.012997439,0.0064540757,0.0063378895,0.005493494,0.010037601,0.0033642482,0.0036182334,0.009169906,0.008805468,0.017700387,0.002992095,0.00696093,0.0041130073,0.003554318,0.010835404,0.0044780113,0.0045686653,0.0077712075,0.005186056,0.0035534385,0.016371869,0.010352853,0.004991985,0.015827129,0.003111411,0.05834643,0.65576214,0.022537518582464163,4900.0,0.03841505494268715,0.4985388311344524,True,False,True,True,True,True,True,True
7.542041101997475,10.524306121666452,0.020627363,0.1779325,0.047455803,0.040808458,0.049257815,0.038953044,0.024760755,,,0.029792469,0.059360027,0.09002365,0.013194747,0.0322063,0.06865494,0.016751755,0.017354684,0.13429406,0.015619859,0.040429253,0.034600314,0.011935031,0.014537829,0.021449326,,,,,,,,,,,,,,0.04005900234527586,4550.0,0.11728930838762221,0.7319797179805969,True,True,False,False,False,False,False,False
7.710300041399975,21.782281593236092,0.023950545,,,,,,,0.0363969,0.059598885,0.019486558,0.05506382,0.11227129,0.011724863,0.039278097,0.07497958,0.018816028,0.016271671,0.18634015,0.013732267,0.038110513,0.028578192,0.014130266,0.013698843,0.02133266,0.016512746,0.018767036,0.045445304,0.013361292,0.02131794,0.018277917,0.03827052,0.015315843,0.02897029,,,,,0.019255168334375204,4200.0,0.0841351776193803,1.446306455279669,True,False,True,False,False,False,False,False
14.104852015778249,12.967603824118816,,0.26903647,0.12650397,0.1491077,0.16086473,0.13820101,0.15628609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02802272377818222,2700.0,0.03760452712044643,1.7648761177052483,True,False,False,True,False,False,False,False
6.836401489635205,30.86662569152619,0.013704002,0.10020529,0.031372804,0.035434008,0.033683434,0.024534333,0.017417422,0.02165537,0.050892998,0.015021004,0.04118242,0.080205396,0.007407028,0.02900506,0.059060473,0.009265685,0.011638964,0.1590149,0.010052675,0.028677234,0.022088487,0.0077006556,0.010617117,0.015037084,0.009170164,0.013133125,0.038320918,0.008029483,0.016353492,0.015199375,0.032953516,0.0116011575,0.020364953,,,,,0.023811662110549532,4600.0,0.08066219504045052,1.7868300876918677,True,False,True,True,False,False,False,False
7.39223895537372,13.91877890122197,0.018201329,,,,,,,0.04075745,0.058178376,0.022981964,0.061338775,0.082848586,0.008379099,0.04853844,0.067975044,0.019475076,0.01522159,0.16987342,0.015961966,0.044244267,0.027565006,0.01796548,0.0093185045,0.015639346,0.012915654,0.011308826,0.034564514,0.010188987,0.019285616,0.016685223,0.035014324,0.025344163,0.019185152,0.07104383,,,,0.027813248056820894,4950.0,0.07926340298312902,1.3457044045002713,True,False,True,False,True,False,False,False
13.46928942165847,8.572492207360266,,0.25677392,0.12475445,0.12650579,0.1445078,0.11187438,0.09764935,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13793428,,,,0.010018098901314823,2000.0,0.09881055934745023,0.16481787419041857,True,False,False,True,True,False,False,False
6.807572760001008,20.397298491087213,0.01297612,0.06844242,0.025609747,0.031507246,0.027620891,0.018852383,0.018833455,0.030299623,0.044719033,0.016902437,0.052126206,0.07322323,0.0061062123,0.038660556,0.052329354,0.013869524,0.012225131,0.1493339,0.012367395,0.03665301,0.022162795,0.010538398,0.007385727,0.011837549,0.00791358,0.0076952823,0.02944006,0.0068691173,0.016364852,0.013442697,0.025559852,0.020107688,0.013707556,0.06431697,,,,0.023214971511188304,4450.0,0.07543702838815677,0.9032793074236153,True,False,True,True,True,False,False,False
6.483364681288828,17.4216020198125,0.016484756,,,,,,,0.021543328,0.046282966,0.023578018,0.07984509,0.13821992,0.015854765,0.03641335,0.049639024,0.024777066,0.012367187,0.058594238,0.019248474,0.02390616,0.02450687,0.017287133,0.011280931,0.0141790565,0.011362718,0.012459844,0.018976849,0.010395335,0.015311057,0.016653465,0.03943359,0.034203377,0.017160565,,,0.19003485,,0.024152697839866486,4850.0,0.0403910433748882,0.548142033323396,True,False,True,False,False,True,False,False
10.581135251941857,18.27575950312532,,0.13060929,0.14051399,0.105839565,0.1490082,0.11493198,0.08958079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26951623,,0.010029943070066412,2000.0,0.08793934548337483,0.2870873475015198,True,False,False,True,False,True,False,False
6.196314160688101,15.478697582594723,0.014890334,0.009241836,0.024874115,0.025871852,0.020159427,0.012010323,0.011438003,0.015312126,0.042637724,0.021552954,0.07803153,0.12515594,0.014137727,0.032808654,0.042945553,0.021312127,0.009148737,0.05301998,0.01687168,0.018468358,0.02156645,0.014586049,0.008159857,0.011001513,0.010366349,0.010902075,0.01741058,0.008025834,0.0133379195,0.014617512,0.039386567,0.030374423,0.013928415,,,0.17644751,,0.023681658417856948,4200.0,0.02969739789568841,2.107590671755444,True,False,True,True,False,True,False,False
6.426404362817206,19.37390999685909,0.01865987,,,,,,,0.042797707,0.06358167,0.015420129,0.046753578,0.09745066,0.011792516,0.028106462,0.058369495,0.011720545,0.013886681,0.1350509,0.014528389,0.027715242,0.0285228,0.012741081,0.011749266,0.023924258,0.012420215,0.015646521,0.045701634,0.012935283,0.016037617,0.01742073,0.050643075,0.0139255095,0.016645018,,0.13585316,,,0.02626634645355381,4450.0,0.04843277938997245,1.55544259523361,True,False,True,False,False,False,True,False
8.529673175130668,12.634004195414676,,0.08322966,0.16767912,0.124313906,0.20264557,0.12210034,0.09468273,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20534869,,,0.022514834263505343,3150.0,0.07548809064918514,0.5208254725149661,True,False,False,True,False,False,True,False
6.04440180565918,16.06389996802401,0.014637113,0.0106677795,0.033013072,0.034660734,0.032645088,0.020970587,0.014647531,0.029825568,0.05518824,0.010727694,0.03890012,0.084844075,0.00911994,0.024021566,0.047369048,0.0067222817,0.010997014,0.12191602,0.009965642,0.02301223,0.023046708,0.008563968,0.009810774,0.019602705,0.008872114,0.013354043,0.04087069,0.010358834,0.013805096,0.015118037,0.046737857,0.010890747,0.014610305,,0.13050677,,,0.026294853182559384,4350.0,0.03301258452930608,1.0823591732358526,True,False,True,True,False,False,True,False
6.128831162449286,18.621310676808058,0.014497995,,,,,,,0.01982297,0.04075412,0.014678208,0.06702246,0.14063647,0.013450572,0.028044906,0.044681106,0.018803036,0.010157848,0.053331327,0.018139604,0.019708969,0.022030864,0.014271827,0.010209683,0.011709319,0.010369216,0.010081351,0.014736774,0.011234723,0.014676323,0.013948368,0.042295806,0.01887219,0.013688249,,0.05655861,0.2315871,,0.02155046705306468,4800.0,0.07029695200409375,0.7889283694120484,True,False,True,False,False,True,True,False
8.013114695774375,17.25255080732791,,0.06351751,0.12923205,0.09769188,0.17120233,0.10512997,0.059975993,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13563167,0.23761857,,0.0192141104409088,3350.0,0.043454283765532446,0.8516403076643845,True,False,False,True,False,True,True,False
5.844046067723019,17.425919458356056,0.012321586,0.007832163,0.02779575,0.023661762,0.022701148,0.010011522,0.011268271,0.01729003,0.03799351,0.014029244,0.060787637,0.13259853,0.010645897,0.025727633,0.040295966,0.019151941,0.007996319,0.04854249,0.016414177,0.016909732,0.019676173,0.011712741,0.008145313,0.009593151,0.008139443,0.008190455,0.012922997,0.008591374,0.012547797,0.011452841,0.038687848,0.017206676,0.012108846,,0.05589782,0.2011512,,0.027453530539611814,4250.0,0.04654286016055803,1.1396035300125797,True,False,True,True,False,True,True,False
3.916473640724989,8.200751689118423,0.007522217,,,,,,,0.049585246,0.006776427,0.014213413,0.013753032,0.007463414,0.010064882,0.009089098,0.012980832,0.0062417137,0.0076446407,0.02814664,0.0113435555,0.026642183,0.006065817,0.006337932,0.0055226376,0.009935076,0.017779794,0.01597088,0.010577786,0.0127636045,0.010537683,0.009502428,0.026023671,0.03724717,0.011361523,,,,0.6089066,0.021908500285700322,3850.0,0.04237565739996962,0.43712071990235735,True,False,True,False,False,False,False,True
6.352246970926852,14.399305130442078,,0.03677203,0.052040584,0.04762794,0.06445473,0.04574861,0.036459044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7168971,0.01000001050554163,2000.0,0.0691790234862655,0.15073483780604907,True,False,False,True,False,False,False,True
3.914772438219967,8.082994070503418,0.0072760335,0.0033321702,0.008553435,0.01178921,0.0074986285,0.0049521923,0.006481861,0.05364249,0.006409759,0.013902304,0.013681958,0.006318216,0.009055336,0.0072337193,0.01201308,0.005491743,0.0068675354,0.026806528,0.011178844,0.024989191,0.005032324,0.005496302,0.0045322813,0.0096297655,0.017194891,0.014724988,0.010656421,0.011930387,0.008992905,0.008433731,0.02682597,0.03245821,0.010762282,,,,0.5858553,0.03140826469712799,4000.0,0.03846850306880206,0.685646799250866,True,False,True,True,False,False,False,True
1.7386144090279978,11.276808754833151,0.014364608,0.010382282,0.040054116,0.0052125333,0.025840137,0.017452652,0.004788888,0.0,0.0,0.0,0.0,0.0,0.011040655,0.01238508,0.015360257,0.0,0.0,0.0,0.0038863868,0.0,0.0,0.008096581,0.0044779293,0.009327638,0.008473042,0.012083507,0.02274792,0.0035472538,0.010309857,0.009085049,0.008493367,0.0088095665,0.019267693,0.022364015,0.013527339,0.54257286,0.13604876,0.027453829358886718,3950.0,0.0418984996156172,0.08424140124217994,False,False,True,True,True,True,True,True
1.413379063792669,17.57454289813384,0.073904276,0.029375901,0.027132,0.27124333,0.032010067,0.22656389,0.0068938965,,,0.0,0.0,0.0,0.007326235,0.08146126,0.05293768,0.0,0.0,0.0,0.04376773,0.0,0.0,0.008463138,0.027934978,0.11098558,,,,,,,,,,,,,,0.02905636885695274,3950.0,0.07543864559356186,0.18199441047061338,False,True,False,False,False,False,False,False
6.157844131260918,18.83220072119832,0.018921081,,,,,,,0.0,0.0,0.0,0.0,0.0,0.029270027,0.05688368,0.04731974,0.0,0.0,0.0,0.043284975,0.0,0.0,0.042026702,0.045553315,0.040116053,0.05998962,0.06045227,0.046915136,0.04837242,0.05768218,0.22311759,0.06637242,0.057816844,0.05590591,,,,,0.09995316872927514,2500.0,0.0391020285235462,2.2883233607368303,False,False,True,False,False,False,False,False
4.355285678566872,18.683170507649358,,0.11917267,0.13025568,0.21625614,0.15922463,0.23186553,0.14322536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09612984595529538,3150.0,0.09081072993467126,1.674814571570954,False,False,False,True,False,False,False,False
1.4364447694099887,15.204048244355494,0.03592325,0.02669793,0.015142962,0.044508103,0.0076190443,0.025839483,0.0031040248,0.0,0.0,0.0,0.0,0.0,0.0020303621,0.04786715,0.00468364,0.0,0.0,0.0,0.0040272237,0.0,0.0,0.0066534593,0.0021325029,0.02122647,0.009025405,0.01528192,0.0017186236,0.0014313341,0.0024914998,0.7159271,0.0024492783,0.0027400744,0.0014791277,,,,,0.04237258584783134,4350.0,0.05387360938982505,0.03107049890147666,False,False,True,True,False,False,False,False
3.937113773009176,14.567564843797646,0.020344114,,,,,,,0.0,0.0,0.0,0.0,0.0,0.020903626,0.113717064,0.007371667,0.0,0.0,0.0,0.016424272,0.0,0.0,0.015001131,0.010858439,0.0146083115,0.018302996,0.013104061,0.028058141,0.0102615915,0.010752455,0.519427,0.043974083,0.051856488,0.027555183,0.057479404,,,,0.01,2000.0,0.09929533202678169,0.04774669089975774,False,False,True,False,True,False,False,False
3.4511500251426788,14.502702863623714,,0.060076814,0.058399666,0.30993855,0.097739264,0.2267468,0.026447121,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22065179,,,,0.010096573108651453,2000.0,0.06533502801751348,0.018256589986272498,False,False,False,True,True,False,False,False
1.7936086415729597,14.339483829376064,0.007518147,0.021796778,0.012280961,0.051183634,0.013219227,0.028361082,0.004909213,0.0,0.0,0.0,0.0,0.0,0.010168289,0.07308302,0.010834779,0.0,0.0,0.0,0.002553628,0.0,0.0,0.0037375353,0.0026780257,0.030355114,0.00536856,0.0018556531,0.0067776428,0.0017751222,0.0020532282,0.5746304,0.008445597,0.015892204,0.013557029,0.09696525,,,,0.022787554574534734,4350.0,0.0633097853094967,0.023007357530693034,False,False,True,True,True,False,False,False
3.0770522663920135,13.485276217653603,0.014781719,,,,,,,0.0,0.0,0.0,0.0,0.0,0.022052597,0.12818618,0.026900876,0.0,0.0,0.0,0.015777353,0.0,0.0,0.023069378,0.02949665,0.14996,0.026808986,0.029446423,0.04516249,0.01845943,0.022414068,0.044323277,0.02360707,0.03336163,0.04168901,,,0.30450284,,0.010677355602069713,2000.0,0.054957597202102096,0.02850882477285259,False,False,True,False,False,True,False,False
2.499262617428756,13.753753125943211,,0.03996446,0.09345583,0.120407104,0.06918173,0.08610662,0.026731025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56415325,,0.010325298221544042,2000.0,0.03877191347643889,0.02002584435370796,False,False,False,True,False,True,False,False
1.9819736698295554,13.845240762991342,0.012402518,0.008421121,0.059836723,0.03553487,0.023541369,0.02395109,0.006773811,0.0,0.0,0.0,0.0,0.0,0.011381534,0.0817661,0.011347539,0.0,0.0,0.0,0.0075898455,0.0,0.0,0.015160893,0.015461976,0.10440059,0.016893303,0.020010466,0.018048408,0.007326612,0.01172393,0.038362592,0.007912798,0.013654813,0.012329085,,,0.43616804,,0.0496481579759969,3750.0,0.03570740272899913,0.033578383360909965,False,False,True,True,False,True,False,False
3.260911687802996,14.303614893926007,0.050421737,,,,,,,0.0,0.0,0.0,0.0,0.0,0.011583811,0.139939,0.018610556,0.0,0.0,0.0,0.012299227,0.0,0.0,0.020866498,0.010478859,0.04996259,0.020986198,0.0214994,0.02058258,0.008649988,0.012259873,0.51995647,0.011212228,0.019324321,0.017184224,,0.03418239,,,0.04864693511912792,3400.0,0.09650670541548133,0.24050078660016735,False,False,True,False,False,False,True,False
3.418283943257099,18.375783007584104,,0.07194359,0.073135585,0.32584265,0.087358564,0.28949374,0.05742232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09480357,,,0.03478507867589484,3200.0,0.07740089344272935,1.8532819103147546,False,False,False,True,False,False,True,False
1.459457905197555,15.02646861667393,0.032214057,0.029202437,0.0105969105,0.05539304,0.008836018,0.02880751,0.002726738,0.0,0.0,0.0,0.0,0.0,0.002625366,0.0577736,0.005885775,0.0,0.0,0.0,0.00504546,0.0,0.0,0.0069961,0.002558113,0.021884881,0.011057232,0.02083951,0.0014428475,0.0016453674,0.0034244005,0.67360276,0.0035892024,0.005396009,0.0013594717,,0.0070971837,,,0.018089503980764803,4200.0,0.03868980831246158,0.049462068839238545,False,False,True,True,False,False,True,False
2.607995163966026,12.617734688289561,0.012660365,,,,,,,0.0,0.0,0.0,0.0,0.0,0.014433242,0.115766004,0.018900998,0.0,0.0,0.0,0.008733892,0.0,0.0,0.0134968255,0.015496475,0.20340207,0.026042258,0.027293444,0.028373573,0.012701234,0.0148806125,0.035960924,0.009784114,0.018905073,0.030863542,,0.024910271,0.36739507,,0.029375359715072314,3700.0,0.09557278146156681,0.04589236942889334,False,False,True,False,False,True,True,False
2.159198447237136,12.887158542159701,,0.036412105,0.06776834,0.10798043,0.06737365,0.06582723,0.018123684,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057265174,0.5792494,,0.013561238916954729,2600.0,0.04106215004424495,0.04933345257556953,False,False,False,True,False,True,True,False
2.022700466161163,13.139964979189477,0.011855272,0.011658246,0.047041196,0.02910707,0.02195182,0.017066818,0.0069691567,0.0,0.0,0.0,0.0,0.0,0.011287773,0.08127834,0.015747571,0.0,0.0,0.0,0.006562817,0.0,0.0,0.012922987,0.013205434,0.09948973,0.0132933855,0.018548226,0.021813191,0.006538873,0.009539519,0.044805,0.006659756,0.014342387,0.014218897,,0.020805612,0.44329095,,0.030459016182385522,3800.0,0.04448720563352219,0.13456734859831812,False,False,True,True,False,True,True,False
2.27930695476452,12.336197160766613,0.020305324,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03886973,0.07835303,0.009619564,0.0,0.0,0.0,0.05468743,0.0,0.0,0.00781299,0.010209189,0.050351687,0.038552262,0.06940951,0.049945246,0.009028685,0.05428008,0.095516875,0.018979954,0.017902415,0.21697223,,,,0.15920383,0.032876155011335964,4400.0,0.12425380412512822,0.12408702428438577,False,False,True,False,False,False,False,True
3.4178253916026184,20.065571318562334,,0.1208091,0.09888058,0.13402712,0.13724153,0.12541969,0.098697186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28492478,0.07487684699698811,3550.0,0.07003092538349033,4.568980107933483,False,False,False,True,False,False,False,True
1.3996306896802384,13.936595324562628,0.04253485,0.067993276,0.013385673,0.07014532,0.05183078,0.028516198,0.008116973,0.0,0.0,0.0,0.0,0.0,0.0138500575,0.030517194,0.0035804133,0.0,0.0,0.0,0.034378313,0.0,0.0,0.005510515,0.0072759045,0.015574792,0.053673886,0.07452056,0.010759324,0.0020322432,0.022083739,0.051375933,0.015659377,0.0035695494,0.07815764,,,,0.29495752,0.027994401159016573,4300.0,0.06518282457563838,0.146855460110691,False,False,True,True,False,False,False,True
